Date,State,Commodity,tempmax,tempmin,precip,humidity,windspeed,snowdepth,Price (₹/qtl)
2024-01-10,Punjab,Masoor Dal,70.2,41.6,0.0,46.1,12.1,0,8228.87
2024-01-10,Punjab,Sugar,70.2,41.6,0.0,46.1,12.1,0,4180.67
2024-01-10,Punjab,Milk @,70.2,41.6,0.0,46.1,12.1,0,5390.0
2024-01-10,Punjab,Groundnut Oil (Packed),70.2,41.6,0.0,46.1,12.1,0,18202.54
2024-01-10,Punjab,Mustard Oil (Packed),70.2,41.6,0.0,46.1,12.1,0,10964.4
2024-01-10,Punjab,Vanaspati (Packed),70.2,41.6,0.0,46.1,12.1,0,10246.67
2024-01-10,Punjab,Soya Oil (Packed),70.2,41.6,0.0,46.1,12.1,0,10140.0
2024-01-10,Punjab,Sunflower Oil (Packed),70.2,41.6,0.0,46.1,12.1,0,12023.08
2024-01-10,Punjab,Palm Oil (Packed),70.2,41.6,0.0,46.1,12.1,0,8833.27
2024-01-10,Punjab,Gur,70.2,41.6,0.0,46.1,12.1,0,4233.33
2024-01-10,Punjab,Tea Loose,70.2,41.6,0.0,46.1,12.1,0,22333.33
2024-01-10,Punjab,Salt Pack (Iodised),70.2,41.6,0.0,46.1,12.1,0,2302.4
2024-01-10,Punjab,Potato,70.2,41.6,0.0,46.1,12.1,0,918.33
2024-01-10,Punjab,Onion,70.2,41.6,0.0,46.1,12.1,0,2633.33
2024-01-10,Punjab,Tomato,70.2,41.6,0.0,46.1,12.1,0,2428.57
2024-01-10,Rajasthan,Rice,69.8,46.4,0.0,75.1,8.0,0,3124.67
2024-01-10,Rajasthan,Wheat,69.8,46.4,0.0,75.1,8.0,0,2632.33
2024-01-10,Rajasthan,Atta (Wheat),69.8,46.4,0.0,75.1,8.0,0,2903.1
2024-01-10,Rajasthan,Gram Dal,69.8,46.4,0.0,75.1,8.0,0,6338.17
2024-01-10,Rajasthan,Tur/Arhar Dal,69.8,46.4,0.0,75.1,8.0,0,10563.79
2024-01-10,Rajasthan,Urad Dal,69.8,46.4,0.0,75.1,8.0,0,9515.34
2024-01-10,Rajasthan,Moong Dal,69.8,46.4,0.0,75.1,8.0,0,9039.79
2024-01-10,Rajasthan,Masoor Dal,69.8,46.4,0.0,75.1,8.0,0,7929.9
2024-01-10,Rajasthan,Sugar,69.8,46.4,0.0,75.1,8.0,0,3903.78
2024-01-10,Rajasthan,Milk @,69.8,46.4,0.0,75.1,8.0,0,4689.6
2024-01-10,Rajasthan,Groundnut Oil (Packed),69.8,46.4,0.0,75.1,8.0,0,17447.81
2024-01-10,Rajasthan,Mustard Oil (Packed),69.8,46.4,0.0,75.1,8.0,0,14078.03
2024-01-10,Rajasthan,Vanaspati (Packed),69.8,46.4,0.0,75.1,8.0,0,11498.56
2024-01-10,Rajasthan,Soya Oil (Packed),69.8,46.4,0.0,75.1,8.0,0,12725.48
2024-01-10,Rajasthan,Sunflower Oil (Packed),69.8,46.4,0.0,75.1,8.0,0,14572.63
2024-01-10,Rajasthan,Palm Oil (Packed),69.8,46.4,0.0,75.1,8.0,0,10913.25
2024-01-10,Rajasthan,Gur,69.8,46.4,0.0,75.1,8.0,0,3798.43
2024-01-10,Rajasthan,Tea Loose,69.8,46.4,0.0,75.1,8.0,0,25821.85
2024-01-10,Rajasthan,Salt Pack (Iodised),69.8,46.4,0.0,75.1,8.0,0,1563.82
2024-01-10,Rajasthan,Potato,69.8,46.4,0.0,75.1,8.0,0,1499.31
2024-01-10,Rajasthan,Onion,69.8,46.4,0.0,75.1,8.0,0,3559.41
2024-01-10,Rajasthan,Tomato,69.8,46.4,0.0,75.1,8.0,0,2565.0
2024-01-10,Tamil Nadu,Rice,86.0,75.2,0.0,77.8,13.9,0,5570.31
2024-01-10,Tamil Nadu,Wheat,86.0,75.2,0.0,77.8,13.9,0,4026.18
2024-01-10,Tamil Nadu,Atta (Wheat),86.0,75.2,0.0,77.8,13.9,0,4696.28
2024-01-10,Tamil Nadu,Gram Dal,86.0,75.2,0.0,77.8,13.9,0,7834.44
2024-01-10,Tamil Nadu,Tur/Arhar Dal,86.0,75.2,0.0,77.8,13.9,0,15761.11
2024-01-10,Tamil Nadu,Urad Dal,86.0,75.2,0.0,77.8,13.9,0,13477.78
2024-01-10,Tamil Nadu,Moong Dal,86.0,75.2,0.0,77.8,13.9,0,11362.86
2024-01-10,Tamil Nadu,Masoor Dal,86.0,75.2,0.0,77.8,13.9,0,8584.48
2024-01-10,Tamil Nadu,Sugar,86.0,75.2,0.0,77.8,13.9,0,4081.67
2024-01-10,Tamil Nadu,Milk @,86.0,75.2,0.0,77.8,13.9,0,4857.14
2024-01-10,Tamil Nadu,Groundnut Oil (Packed),86.0,75.2,0.0,77.8,13.9,0,19661.97
2024-01-10,Tamil Nadu,Mustard Oil (Packed),86.0,75.2,0.0,77.8,13.9,0,16415.63
2024-01-10,Tamil Nadu,Vanaspati (Packed),86.0,75.2,0.0,77.8,13.9,0,11465.81
2024-01-10,Tamil Nadu,Soya Oil (Packed),86.0,75.2,0.0,77.8,13.9,0,
2024-01-10,Tamil Nadu,Sunflower Oil (Packed),86.0,75.2,0.0,77.8,13.9,0,10753.78
2024-01-10,Tamil Nadu,Palm Oil (Packed),86.0,75.2,0.0,77.8,13.9,0,8410.59
2024-01-10,Tamil Nadu,Gur,86.0,75.2,0.0,77.8,13.9,0,4930.0
2024-01-10,Tamil Nadu,Tea Loose,86.0,75.2,0.0,77.8,13.9,0,32254.55
2024-01-10,Tamil Nadu,Salt Pack (Iodised),86.0,75.2,0.0,77.8,13.9,0,2123.33
2024-01-10,Tamil Nadu,Potato,86.0,75.2,0.0,77.8,13.9,0,2894.44
2024-01-10,Tamil Nadu,Onion,86.0,75.2,0.0,77.8,13.9,0,2930.56
2024-01-10,Tamil Nadu,Tomato,86.0,75.2,0.0,77.8,13.9,0,2473.06
2024-01-10,Telangana,Rice,83.7,64.4,0.0,63.9,8.1,0,4615.0
2024-01-10,Telangana,Wheat,83.7,64.4,0.0,63.9,8.1,0,3565.0
2024-01-10,Telangana,Atta (Wheat),83.7,64.4,0.0,63.9,8.1,0,3720.0
2024-01-10,Telangana,Gram Dal,83.7,64.4,0.0,63.9,8.1,0,6711.11
2024-01-10,Telangana,Tur/Arhar Dal,83.7,64.4,0.0,63.9,8.1,0,14600.0
2024-01-10,Telangana,Urad Dal,83.7,64.4,0.0,63.9,8.1,0,11200.0
2024-01-10,Telangana,Moong Dal,83.7,64.4,0.0,63.9,8.1,0,10405.0
2024-01-10,Telangana,Masoor Dal,83.7,64.4,0.0,63.9,8.1,0,8195.0
2024-01-10,Telangana,Sugar,83.7,64.4,0.0,63.9,8.1,0,3724.0
2024-01-10,Telangana,Milk @,83.7,64.4,0.0,63.9,8.1,0,5860.0
2024-01-10,Telangana,Groundnut Oil (Packed),83.7,64.4,0.0,63.9,8.1,0,15527.78
2024-01-10,Telangana,Mustard Oil (Packed),83.7,64.4,0.0,63.9,8.1,0,16207.14
2024-01-10,Telangana,Vanaspati (Packed),83.7,64.4,0.0,63.9,8.1,0,10722.22
2024-01-10,Telangana,Soya Oil (Packed),83.7,64.4,0.0,63.9,8.1,0,14594.29
2024-01-10,Telangana,Sunflower Oil (Packed),83.7,64.4,0.0,63.9,8.1,0,11105.0
2024-01-10,Telangana,Palm Oil (Packed),83.7,64.4,0.0,63.9,8.1,0,9105.0
2024-01-10,Telangana,Gur,83.7,64.4,0.0,63.9,8.1,0,4866.67
2024-01-10,Telangana,Tea Loose,83.7,64.4,0.0,63.9,8.1,0,28025.0
2024-01-10,Telangana,Salt Pack (Iodised),83.7,64.4,0.0,63.9,8.1,0,1585.0
2024-01-10,Telangana,Potato,83.7,64.4,0.0,63.9,8.1,0,2090.0
2024-01-10,Telangana,Onion,83.7,64.4,0.0,63.9,8.1,0,3356.25
2024-01-10,Telangana,Tomato,83.7,64.4,0.0,63.9,8.1,0,1895.0
2024-01-10,Tripura,Rice,66.2,53.8,0.0,86.7,4.7,0,3612.5
2024-01-10,Tripura,Wheat,66.2,53.8,0.0,86.7,4.7,0,
2024-01-10,Tripura,Atta (Wheat),66.2,53.8,0.0,86.7,4.7,0,3575.0
2024-01-10,Tripura,Gram Dal,66.2,53.8,0.0,86.7,4.7,0,7766.67
2024-01-10,Tripura,Tur/Arhar Dal,66.2,53.8,0.0,86.7,4.7,0,13500.0
2024-01-10,Tripura,Urad Dal,66.2,53.8,0.0,86.7,4.7,0,11733.33
2024-01-10,Tripura,Moong Dal,66.2,53.8,0.0,86.7,4.7,0,10150.0
2024-01-10,Tripura,Masoor Dal,66.2,53.8,0.0,86.7,4.7,0,9275.0
2024-01-10,Tripura,Sugar,66.2,53.8,0.0,86.7,4.7,0,4320.0
2024-01-10,Tripura,Milk @,66.2,53.8,0.0,86.7,4.7,0,6875.0
2024-01-10,Tripura,Groundnut Oil (Packed),66.2,53.8,0.0,86.7,4.7,0,
2024-01-10,Tripura,Mustard Oil (Packed),66.2,53.8,0.0,86.7,4.7,0,12325.0
2024-01-10,Tripura,Vanaspati (Packed),66.2,53.8,0.0,86.7,4.7,0,11650.0
2024-01-10,Tripura,Soya Oil (Packed),66.2,53.8,0.0,86.7,4.7,0,10800.0
2024-01-10,Tripura,Sunflower Oil (Packed),66.2,53.8,0.0,86.7,4.7,0,13250.0
2024-01-10,Tripura,Palm Oil (Packed),66.2,53.8,0.0,86.7,4.7,0,9125.0
2024-01-10,Tripura,Gur,66.2,53.8,0.0,86.7,4.7,0,5450.0
2024-01-10,Tripura,Tea Loose,66.2,53.8,0.0,86.7,4.7,0,18775.0
2024-01-10,Tripura,Salt Pack (Iodised),66.2,53.8,0.0,86.7,4.7,0,850.0
2024-01-10,Tripura,Potato,66.2,53.8,0.0,86.7,4.7,0,1562.5
2024-01-10,Tripura,Onion,66.2,53.8,0.0,86.7,4.7,0,3300.0
2024-01-10,Tripura,Tomato,66.2,53.8,0.0,86.7,4.7,0,3575.0
2024-01-10,Uttar Pradesh,Rice,62.0,50.0,0.0,82.9,13.9,0,3288.01
2024-01-10,Uttar Pradesh,Wheat,62.0,50.0,0.0,82.9,13.9,0,2433.19
2024-01-10,Uttar Pradesh,Atta (Wheat),62.0,50.0,0.0,82.9,13.9,0,2923.78
2024-01-10,Uttar Pradesh,Gram Dal,62.0,50.0,0.0,82.9,13.9,0,6946.8
2024-01-10,Uttar Pradesh,Tur/Arhar Dal,62.0,50.0,0.0,82.9,13.9,0,13405.88
2024-01-10,Uttar Pradesh,Urad Dal,62.0,50.0,0.0,82.9,13.9,0,10385.27
2024-01-10,Uttar Pradesh,Moong Dal,62.0,50.0,0.0,82.9,13.9,0,9978.85
2024-01-10,Uttar Pradesh,Masoor Dal,62.0,50.0,0.0,82.9,13.9,0,8295.81
2024-01-10,Uttar Pradesh,Sugar,62.0,50.0,0.0,82.9,13.9,0,4080.42
2024-01-10,Uttar Pradesh,Milk @,62.0,50.0,0.0,82.9,13.9,0,5762.53
2024-01-10,Uttar Pradesh,Groundnut Oil (Packed),62.0,50.0,0.0,82.9,13.9,0,17986.21
2024-01-10,Uttar Pradesh,Mustard Oil (Packed),62.0,50.0,0.0,82.9,13.9,0,12858.36
2024-01-10,Uttar Pradesh,Vanaspati (Packed),62.0,50.0,0.0,82.9,13.9,0,11693.73
2024-01-10,Uttar Pradesh,Soya Oil (Packed),62.0,50.0,0.0,82.9,13.9,0,11993.37
2024-01-10,Uttar Pradesh,Sunflower Oil (Packed),62.0,50.0,0.0,82.9,13.9,0,14439.38
2024-01-10,Uttar Pradesh,Palm Oil (Packed),62.0,50.0,0.0,82.9,13.9,0,10021.47
2024-01-10,Uttar Pradesh,Gur,62.0,50.0,0.0,82.9,13.9,0,4115.68
2024-01-10,Uttar Pradesh,Tea Loose,62.0,50.0,0.0,82.9,13.9,0,22207.82
2024-01-10,Uttar Pradesh,Salt Pack (Iodised),62.0,50.0,0.0,82.9,13.9,0,2383.18
2024-01-10,Uttar Pradesh,Potato,62.0,50.0,0.0,82.9,13.9,0,1076.49
2024-01-10,Uttar Pradesh,Onion,62.0,50.0,0.0,82.9,13.9,0,2674.38
2024-01-10,Uttar Pradesh,Tomato,62.0,50.0,0.0,82.9,13.9,0,1873.56
2024-01-10,Uttarakhand,Rice,70.1,44.7,0.0,52.0,7.8,0,2793.25
2024-01-10,Uttarakhand,Wheat,70.1,44.7,0.0,52.0,7.8,0,2317.0
2024-01-10,Uttarakhand,Atta (Wheat),70.1,44.7,0.0,52.0,7.8,0,2743.75
2024-01-10,Uttarakhand,Gram Dal,70.1,44.7,0.0,52.0,7.8,0,6882.75
2024-01-10,Uttarakhand,Tur/Arhar Dal,70.1,44.7,0.0,52.0,7.8,0,12660.0
2024-01-10,Uttarakhand,Urad Dal,70.1,44.7,0.0,52.0,7.8,0,9501.75
2024-01-10,Uttarakhand,Moong Dal,70.1,44.7,0.0,52.0,7.8,0,9950.0
2024-01-10,Uttarakhand,Masoor Dal,70.1,44.7,0.0,52.0,7.8,0,8825.0
2024-01-10,Uttarakhand,Sugar,70.1,44.7,0.0,52.0,7.8,0,3883.25
2024-01-10,Uttarakhand,Milk @,70.1,44.7,0.0,52.0,7.8,0,5642.67
2024-01-10,Uttarakhand,Groundnut Oil (Packed),70.1,44.7,0.0,52.0,7.8,0,15128.33
2024-01-10,Uttarakhand,Mustard Oil (Packed),70.1,44.7,0.0,52.0,7.8,0,11800.0
2024-01-10,Uttarakhand,Vanaspati (Packed),70.1,44.7,0.0,52.0,7.8,0,12336.0
2024-01-10,Uttarakhand,Soya Oil (Packed),70.1,44.7,0.0,52.0,7.8,0,12009.25
2024-01-10,Uttarakhand,Sunflower Oil (Packed),70.1,44.7,0.0,52.0,7.8,0,13441.0
2024-01-10,Uttarakhand,Palm Oil (Packed),70.1,44.7,0.0,52.0,7.8,0,8400.0
2024-01-10,Uttarakhand,Gur,70.1,44.7,0.0,52.0,7.8,0,4148.75
2024-01-10,Uttarakhand,Tea Loose,70.1,44.7,0.0,52.0,7.8,0,24575.5
2024-01-10,Uttarakhand,Salt Pack (Iodised),70.1,44.7,0.0,52.0,7.8,0,2394.5
2024-01-10,Uttarakhand,Potato,70.1,44.7,0.0,52.0,7.8,0,1125.0
2024-01-10,Uttarakhand,Onion,70.1,44.7,0.0,52.0,7.8,0,2166.67
2024-01-10,Uttarakhand,Tomato,70.1,44.7,0.0,52.0,7.8,0,2325.0
2024-01-10,West Bengal,Rice,77.1,57.2,0.0,71.2,5.8,0,3950.22
2024-01-10,West Bengal,Wheat,77.1,57.2,0.0,71.2,5.8,0,2659.0
2024-01-10,West Bengal,Atta (Wheat),77.1,57.2,0.0,71.2,5.8,0,3429.13
2024-01-10,West Bengal,Gram Dal,77.1,57.2,0.0,71.2,5.8,0,7330.43
2024-01-10,West Bengal,Tur/Arhar Dal,77.1,57.2,0.0,71.2,5.8,0,14010.87
2024-01-10,West Bengal,Urad Dal,77.1,57.2,0.0,71.2,5.8,0,11075.0
2024-01-10,West Bengal,Moong Dal,77.1,57.2,0.0,71.2,5.8,0,11665.65
2024-01-10,West Bengal,Masoor Dal,77.1,57.2,0.0,71.2,5.8,0,9706.09
2024-01-10,West Bengal,Sugar,77.1,57.2,0.0,71.2,5.8,0,4279.57
2024-01-10,West Bengal,Milk @,77.1,57.2,0.0,71.2,5.8,0,5179.52
2024-01-10,West Bengal,Groundnut Oil (Packed),77.1,57.2,0.0,71.2,5.8,0,18285.0
2024-01-10,West Bengal,Mustard Oil (Packed),77.1,57.2,0.0,71.2,5.8,0,12263.64
2024-01-10,West Bengal,Vanaspati (Packed),77.1,57.2,0.0,71.2,5.8,0,10213.64
2024-01-10,West Bengal,Soya Oil (Packed),77.1,57.2,0.0,71.2,5.8,0,10676.77
2024-01-10,West Bengal,Sunflower Oil (Packed),77.1,57.2,0.0,71.2,5.8,0,11898.61
2024-01-10,West Bengal,Palm Oil (Packed),77.1,57.2,0.0,71.2,5.8,0,9163.16
2024-01-10,West Bengal,Gur,77.1,57.2,0.0,71.2,5.8,0,4415.22
2024-01-10,West Bengal,Tea Loose,77.1,57.2,0.0,71.2,5.8,0,23990.91
2024-01-10,West Bengal,Salt Pack (Iodised),77.1,57.2,0.0,71.2,5.8,0,1855.65
2024-01-10,West Bengal,Potato,77.1,57.2,0.0,71.2,5.8,0,1520.43
2024-01-10,West Bengal,Onion,77.1,57.2,0.0,71.2,5.8,0,3431.82
2024-01-10,West Bengal,Tomato,77.1,57.2,0.0,71.2,5.8,0,3011.9
2024-01-11,Andaman and Nicobar,Rice,78.9,77.4,0.0,64.1,22.4,0,4500.0
2024-01-11,Andaman and Nicobar,Wheat,78.9,77.4,0.0,64.1,22.4,0,
2024-01-11,Andaman and Nicobar,Atta (Wheat),78.9,77.4,0.0,64.1,22.4,0,6300.0
2024-01-11,Andaman and Nicobar,Gram Dal,78.9,77.4,0.0,64.1,22.4,0,8750.0
2024-01-11,Andaman and Nicobar,Tur/Arhar Dal,78.9,77.4,0.0,64.1,22.4,0,16100.0
2024-01-11,Andaman and Nicobar,Urad Dal,78.9,77.4,0.0,64.1,22.4,0,14266.67
2024-01-11,Andaman and Nicobar,Moong Dal,78.9,77.4,0.0,64.1,22.4,0,12433.33
2024-01-11,Andaman and Nicobar,Masoor Dal,78.9,77.4,0.0,64.1,22.4,0,9100.0
2024-01-11,Andaman and Nicobar,Sugar,78.9,77.4,0.0,64.1,22.4,0,4933.33
2024-01-11,Andaman and Nicobar,Milk @,78.9,77.4,0.0,64.1,22.4,0,7100.0
2024-01-11,Andaman and Nicobar,Groundnut Oil (Packed),78.9,77.4,0.0,64.1,22.4,0,20840.0
2024-01-11,Andaman and Nicobar,Mustard Oil (Packed),78.9,77.4,0.0,64.1,22.4,0,16094.67
2024-01-11,Andaman and Nicobar,Vanaspati (Packed),78.9,77.4,0.0,64.1,22.4,0,17044.0
2024-01-11,Andaman and Nicobar,Soya Oil (Packed),78.9,77.4,0.0,64.1,22.4,0,
2024-01-11,Andaman and Nicobar,Sunflower Oil (Packed),78.9,77.4,0.0,64.1,22.4,0,12446.0
2024-01-11,Andaman and Nicobar,Palm Oil (Packed),78.9,77.4,0.0,64.1,22.4,0,11163.0
2024-01-11,Andaman and Nicobar,Gur,78.9,77.4,0.0,64.1,22.4,0,7283.33
2024-01-11,Andaman and Nicobar,Tea Loose,78.9,77.4,0.0,64.1,22.4,0,29000.0
2024-01-11,Andaman and Nicobar,Salt Pack (Iodised),78.9,77.4,0.0,64.1,22.4,0,1766.67
2024-01-11,Andaman and Nicobar,Potato,78.9,77.4,0.0,64.1,22.4,0,3500.0
2024-01-11,Andaman and Nicobar,Onion,78.9,77.4,0.0,64.1,22.4,0,4666.67
2024-01-11,Andaman and Nicobar,Tomato,78.9,77.4,0.0,64.1,22.4,0,5666.67
2024-01-11,Andhra Pradesh,Rice,87.6,65.9,0.0,73.6,4.7,0,4940.0
2024-01-11,Andhra Pradesh,Wheat,87.6,65.9,0.0,73.6,4.7,0,3500.0
2024-01-11,Andhra Pradesh,Atta (Wheat),87.6,65.9,0.0,73.6,4.7,0,3520.0
2024-01-11,Andhra Pradesh,Gram Dal,87.6,65.9,0.0,73.6,4.7,0,7325.0
2024-01-11,Andhra Pradesh,Tur/Arhar Dal,87.6,65.9,0.0,73.6,4.7,0,13640.0
2024-01-11,Andhra Pradesh,Urad Dal,87.6,65.9,0.0,73.6,4.7,0,11980.0
2024-01-11,Andhra Pradesh,Moong Dal,87.6,65.9,0.0,73.6,4.7,0,10780.0
2024-01-11,Andhra Pradesh,Masoor Dal,87.6,65.9,0.0,73.6,4.7,0,8640.0
2024-01-11,Andhra Pradesh,Sugar,87.6,65.9,0.0,73.6,4.7,0,4060.0
2024-01-11,Andhra Pradesh,Milk @,87.6,65.9,0.0,73.6,4.7,0,5440.0
2024-01-11,Andhra Pradesh,Groundnut Oil (Packed),87.6,65.9,0.0,73.6,4.7,0,16250.0
2024-01-11,Andhra Pradesh,Mustard Oil (Packed),87.6,65.9,0.0,73.6,4.7,0,15125.0
2024-01-11,Andhra Pradesh,Vanaspati (Packed),87.6,65.9,0.0,73.6,4.7,0,9340.0
2024-01-11,Andhra Pradesh,Soya Oil (Packed),87.6,65.9,0.0,73.6,4.7,0,11750.0
2024-01-11,Andhra Pradesh,Sunflower Oil (Packed),87.6,65.9,0.0,73.6,4.7,0,10300.0
2024-01-11,Andhra Pradesh,Palm Oil (Packed),87.6,65.9,0.0,73.6,4.7,0,8225.0
2024-01-11,Andhra Pradesh,Gur,87.6,65.9,0.0,73.6,4.7,0,5020.0
2024-01-11,Andhra Pradesh,Tea Loose,87.6,65.9,0.0,73.6,4.7,0,29250.0
2024-01-11,Andhra Pradesh,Salt Pack (Iodised),87.6,65.9,0.0,73.6,4.7,0,1230.0
2024-01-11,Andhra Pradesh,Potato,87.6,65.9,0.0,73.6,4.7,0,2200.0
2024-01-11,Andhra Pradesh,Onion,87.6,65.9,0.0,73.6,4.7,0,2700.0
2024-01-11,Andhra Pradesh,Tomato,87.6,65.9,0.0,73.6,4.7,0,1675.0
2024-01-11,Assam,Rice,69.2,58.0,0.0,89.9,5.5,0,3794.63
2024-01-11,Assam,Wheat,69.2,58.0,0.0,89.9,5.5,0,2763.85
2024-01-11,Assam,Atta (Wheat),69.2,58.0,0.0,89.9,5.5,0,3163.22
2024-01-11,Assam,Gram Dal,69.2,58.0,0.0,89.9,5.5,0,7429.17
2024-01-11,Assam,Tur/Arhar Dal,69.2,58.0,0.0,89.9,5.5,0,13168.0
2024-01-11,Assam,Urad Dal,69.2,58.0,0.0,89.9,5.5,0,10102.27
2024-01-11,Assam,Moong Dal,69.2,58.0,0.0,89.9,5.5,0,10505.77
2024-01-11,Assam,Masoor Dal,69.2,58.0,0.0,89.9,5.5,0,8384.0
2024-01-11,Assam,Sugar,69.2,58.0,0.0,89.9,5.5,0,4368.08
2024-01-11,Assam,Milk @,69.2,58.0,0.0,89.9,5.5,0,6678.79
2024-01-11,Assam,Groundnut Oil (Packed),69.2,58.0,0.0,89.9,5.5,0,20800.0
2024-01-11,Assam,Mustard Oil (Packed),69.2,58.0,0.0,89.9,5.5,0,13655.65
2024-01-11,Assam,Vanaspati (Packed),69.2,58.0,0.0,89.9,5.5,0,12277.5
2024-01-11,Assam,Soya Oil (Packed),69.2,58.0,0.0,89.9,5.5,0,12801.7
2024-01-11,Assam,Sunflower Oil (Packed),69.2,58.0,0.0,89.9,5.5,0,13771.95
2024-01-11,Assam,Palm Oil (Packed),69.2,58.0,0.0,89.9,5.5,0,10573.68
2024-01-11,Assam,Gur,69.2,58.0,0.0,89.9,5.5,0,4725.93
2024-01-11,Assam,Tea Loose,69.2,58.0,0.0,89.9,5.5,0,22273.36
2024-01-11,Assam,Salt Pack (Iodised),69.2,58.0,0.0,89.9,5.5,0,1031.92
2024-01-11,Assam,Potato,69.2,58.0,0.0,89.9,5.5,0,1474.07
2024-01-11,Assam,Onion,69.2,58.0,0.0,89.9,5.5,0,3751.46
2024-01-11,Assam,Tomato,69.2,58.0,0.0,89.9,5.5,0,3212.64
2024-01-11,Bihar,Rice,69.2,51.5,0.0,79.2,8.6,0,3335.26
2024-01-11,Bihar,Wheat,69.2,51.5,0.0,79.2,8.6,0,2507.3
2024-01-11,Bihar,Atta (Wheat),69.2,51.5,0.0,79.2,8.6,0,2983.55
2024-01-11,Bihar,Gram Dal,69.2,51.5,0.0,79.2,8.6,0,7031.58
2024-01-11,Bihar,Tur/Arhar Dal,69.2,51.5,0.0,79.2,8.6,0,13402.63
2024-01-11,Bihar,Urad Dal,69.2,51.5,0.0,79.2,8.6,0,11047.5
2024-01-11,Bihar,Moong Dal,69.2,51.5,0.0,79.2,8.6,0,10420.26
2024-01-11,Bihar,Masoor Dal,69.2,51.5,0.0,79.2,8.6,0,7337.63
2024-01-11,Bihar,Sugar,69.2,51.5,0.0,79.2,8.6,0,4180.79
2024-01-11,Bihar,Milk @,69.2,51.5,0.0,79.2,8.6,0,5202.78
2024-01-11,Bihar,Groundnut Oil (Packed),69.2,51.5,0.0,79.2,8.6,0,17085.29
2024-01-11,Bihar,Mustard Oil (Packed),69.2,51.5,0.0,79.2,8.6,0,12468.75
2024-01-11,Bihar,Vanaspati (Packed),69.2,51.5,0.0,79.2,8.6,0,11192.13
2024-01-11,Bihar,Soya Oil (Packed),69.2,51.5,0.0,79.2,8.6,0,11863.11
2024-01-11,Bihar,Sunflower Oil (Packed),69.2,51.5,0.0,79.2,8.6,0,15349.14
2024-01-11,Bihar,Palm Oil (Packed),69.2,51.5,0.0,79.2,8.6,0,9690.21
2024-01-11,Bihar,Gur,69.2,51.5,0.0,79.2,8.6,0,4206.58
2024-01-11,Bihar,Tea Loose,69.2,51.5,0.0,79.2,8.6,0,24879.73
2024-01-11,Bihar,Salt Pack (Iodised),69.2,51.5,0.0,79.2,8.6,0,1928.03
2024-01-11,Bihar,Potato,69.2,51.5,0.0,79.2,8.6,0,1363.06
2024-01-11,Bihar,Onion,69.2,51.5,0.0,79.2,8.6,0,3187.5
2024-01-11,Bihar,Tomato,69.2,51.5,0.0,79.2,8.6,0,2417.11
2024-01-11,Chhattisgarh,Rice,85.3,66.3,0.0,64.2,8.1,0,3643.75
2024-01-11,Chhattisgarh,Wheat,85.3,66.3,0.0,64.2,8.1,0,3100.0
2024-01-11,Chhattisgarh,Atta (Wheat),85.3,66.3,0.0,64.2,8.1,0,3337.5
2024-01-11,Chhattisgarh,Gram Dal,85.3,66.3,0.0,64.2,8.1,0,7775.0
2024-01-11,Chhattisgarh,Tur/Arhar Dal,85.3,66.3,0.0,64.2,8.1,0,14200.0
2024-01-11,Chhattisgarh,Urad Dal,85.3,66.3,0.0,64.2,8.1,0,10331.25
2024-01-11,Chhattisgarh,Moong Dal,85.3,66.3,0.0,64.2,8.1,0,10293.75
2024-01-11,Chhattisgarh,Masoor Dal,85.3,66.3,0.0,64.2,8.1,0,8500.0
2024-01-11,Chhattisgarh,Sugar,85.3,66.3,0.0,64.2,8.1,0,3925.0
2024-01-11,Chhattisgarh,Milk @,85.3,66.3,0.0,64.2,8.1,0,5231.88
2024-01-11,Chhattisgarh,Groundnut Oil (Packed),85.3,66.3,0.0,64.2,8.1,0,19162.5
2024-01-11,Chhattisgarh,Mustard Oil (Packed),85.3,66.3,0.0,64.2,8.1,0,14028.57
2024-01-11,Chhattisgarh,Vanaspati (Packed),85.3,66.3,0.0,64.2,8.1,0,11606.25
2024-01-11,Chhattisgarh,Soya Oil (Packed),85.3,66.3,0.0,64.2,8.1,0,12050.0
2024-01-11,Chhattisgarh,Sunflower Oil (Packed),85.3,66.3,0.0,64.2,8.1,0,13500.0
2024-01-11,Chhattisgarh,Palm Oil (Packed),85.3,66.3,0.0,64.2,8.1,0,10557.14
2024-01-11,Chhattisgarh,Gur,85.3,66.3,0.0,64.2,8.1,0,4393.75
2024-01-11,Chhattisgarh,Tea Loose,85.3,66.3,0.0,64.2,8.1,0,28628.57
2024-01-11,Chhattisgarh,Salt Pack (Iodised),85.3,66.3,0.0,64.2,8.1,0,1981.88
2024-01-11,Chhattisgarh,Potato,85.3,66.3,0.0,64.2,8.1,0,2000.0
2024-01-11,Chhattisgarh,Onion,85.3,66.3,0.0,64.2,8.1,0,3437.5
2024-01-11,Chhattisgarh,Tomato,85.3,66.3,0.0,64.2,8.1,0,1778.57
2024-01-11,Delhi,Rice,62.0,44.6,0.0,83.4,6.9,0,2750.0
2024-01-11,Delhi,Wheat,62.0,44.6,0.0,83.4,6.9,0,2600.0
2024-01-11,Delhi,Atta (Wheat),62.0,44.6,0.0,83.4,6.9,0,2700.0
2024-01-11,Delhi,Gram Dal,62.0,44.6,0.0,83.4,6.9,0,6500.0
